--Removing Trade Evolutions--
Made POLIWHIRL evolve into POLITOED at level 37
Made KADABRA evolve into ALAKAZAM at level 37
Made MACHOKE evolve into MACHAMP at level 37
Made GRAVELER evolve into GOLEM at level 37
Made SLOWPOKE evolve into SLOWKING using a PEDRA ÁGUA
Made HAUNTER evolve into GENGAR at level 37
Made ONIX evolve into STEELIX at level 30
Made SEADRA evolve into KINGDRA at level 40
Made SCYTHER evolve into SCIZOR at level 30
Made PORYGON evolve into PORYGON2 at level 30
Made CLAMPERL evolve into HUNTAIL at level 30
Made CLAMPERL evolve into GOREBYSS using a PEDRA ÁGUA

--Condensed Level Evolutions--
RHYHORN now evolves into RHYDON at minimum level 40
HORSEA now evolves into SEADRA at minimum level 30
DRAGONAIR now evolves into DRAGONITE at minimum level 40
PUPITAR now evolves into TYRANITAR at minimum level 40
ARON now evolves into LAIRON at minimum level 30
LAIRON now evolves into AGGRON at minimum level 40
TRAPINCH now evolves into VIBRAVA at minimum level 30
VIBRAVA now evolves into FLYGON at minimum level 40
SNORUNT now evolves into GLALIE at minimum level 40
SPHEAL now evolves into SEALEO at minimum level 30
SEALEO now evolves into WALREIN at minimum level 40
SHELGON now evolves into SALAMENCE at minimum level 40
METANG now evolves into METAGROSS at minimum level 40

--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
 20|Raticate  |NORMAL           |  55|  81|  60|  97|  50|  70|CORRER      |VÏCERAS     |BONECA[PK][MN] (common), BOLA LUXO (rare)
 21|Spearow   |NORMAL/FLYING    |  40|  60|  30|  70|  31|  31|OLHO VIVO   |-------     |REPARTIR EXP (100%)
 22|Fearow    |NORMAL/FLYING    |  65|  90|  65| 100|  61|  61|OLHO VIVO   |-------     |
 23|Ekans     |POISON           |  35|  60|  44|  55|  40|  54|INTIMIDA    |TROCA PELE  |
 24|Arbok     |POISON           |  60|  85|  69|  80|  65|  79|INTIMIDA    |TROCA PELE  |DOCE LAVA (rare)
 25|Pikachu   |ELECTRIC         |  35|  55|  30|  90|  50|  40|ESTÁTICA    |-------     |TM19 (common), UP-GRADE (rare)
 26|Raichu    |ELECTRIC         |  60|  90|  55| 100|  90|  80|ESTÁTICA    |-------     |PÓ PRATEADO (rare)
 27|Sandshrew |GROUND           |  50|  75|  85|  40|  20|  30|VÉU DE AREIA|-------     |
 28|Sandslash |GROUND           |  75| 100| 110|  65|  45|  55|VÉU DE AREIA|-------     |
 29|Nidoran♀  |POISON           |  55|  47|  52|  41|  40|  40|VENENOSO    |-------     |ELIXIR MÁX. (100%)
 30|Nidorina  |POISON           |  70|  62|  67|  56|  55|  55|VENENOSO    |-------     |SUPERPOÇÄO (common)
 31|Nidoqueen |POISON/GROUND    |  90|  82|  87|  76|  75|  85|VENENOSO    |-------     |
 32|Nidoran♂  |POISON           |  46|  57|  40|  50|  40|  40|VENENOSO    |-------     |SEM. MILAGRE (common), ÉTER MÁX. (rare)
 33|Nidorino  |POISON           |  61|  72|  57|  65|  55|  55|VENENOSO    |-------     |TM42 (rare)
 34|Nidoking  |POISON/GROUND    |  81|  92|  77|  85|  85|  75|VENENOSO    |-------     |TM47 (rare)
 35|Clefairy  |NORMAL           |  70|  45|  48|  35|  60|  65|CHARME      |-------     |
 36|Clefable  |NORMAL           |  95|  70|  73|  60|  85|  90|CHARME      |-------     |RESTOS (common)
 37|Vulpix    |FIRE             |  38|  41|  40|  65|  50|  65|LUZES FOGO  |-------     |MASTER BOLA (100%)
 38|Ninetales |FIRE             |  73|  76|  75| 100|  81| 100|LUZES FOGO  |-------     |FL. BRANCA (100%)
 39|Jigglypuff|NORMAL           | 115|  45|  20|  20|  45|  25|CHARME      |-------     |
 40|Wigglytuff|NORMAL           | 140|  70|  45|  45|  75|  50|CHARME      |-------     |
 41|Zubat     |POISON/FLYING    |  40|  45|  35|  55|  30|  40|FOCO SECRETO|-------     |
 42|Golbat    |POISON/FLYING    |  75|  80|  70|  90|  65|  75|FOCO SECRETO|-------     |
 43|Oddish    |GRASS/POISON     |  45|  50|  55|  30|  75|  65|CLOROFILA   |-------     |
 44|Gloom     |GRASS/POISON     |  60|  65|  70|  40|  85|  75|CLOROFILA   |-------     |CHESTO FRUTO (common)
 45|Vileplume |GRASS/POISON     |  75|  80|  85|  50| 100|  90|CLOROFILA   |-------     |TELESCÓPIO (rare)
 46|Paras     |BUG/GRASS        |  35|  70|  55|  25|  45|  55|ESPOROS     |-------     |
 47|Parasect  |BUG/GRASS        |  60|  95|  80|  30|  60|  80|ESPOROS     |-------     |RAÍZ ENERGIA (common)
 48|Venonat   |BUG/POISON       |  60|  55|  50|  45|  40|  55|OLHO FACETA |-------     |TM19 (rare)
 49|Venomoth  |BUG/POISON       |  70|  65|  60|  90|  90|  75|ESCUDO DE PÓ|-------     |
 50|Diglett   |GROUND           |  10|  55|  25|  95|  35|  45|VÉU DE AREIA|ARAPUCA     |BONECA[PK][MN] (common), AMULETO (rare)
 51|Dugtrio   |GROUND           |  35|  80|  50| 120|  50|  70|VÉU DE AREIA|ARAPUCA     |TM29 (common)
 52|Meowth    |NORMAL           |  40|  45|  35|  90|  40|  40|ACELERAÇÄO  |-------     |FR. VERMELHO (common), PÉROLA (rare)
 53|Persian   |NORMAL           |  65|  70|  60| 115|  65|  65|FLEXÏVEL    |-------     |SAFARI BOLA (100%)
 54|Psyduck   |WATER            |  50|  52|  48|  55|  65|  50|UMIDADE     |EUFÓRICO    |TM25 (100%)
 55|Golduck   |WATER            |  80|  82|  78|  85|  95|  80|UMIDADE     |EUFÓRICO    |
 56|Mankey    |FIGHTING         |  40|  80|  35|  70|  35|  45|ALMA VITAL  |-------     |BOLA NINHO (common), PÉROLA (rare)
 57|Primeape  |FIGHTING         |  65| 105|  60|  95|  60|  70|ALMA VITAL  |-------     |INCENSO LAX (100%)
 58|Growlithe |FIRE             |  55|  70|  45|  60|  70|  50|INTIMIDA    |LUZES FOGO  |DRAGÄO FANG (100%)
 59|Arcanine  |FIRE             |  90| 110|  80|  95| 100|  80|INTIMIDA    |LUZES FOGO  |POKé BOLA (common), TM49 (rare)
 60|Poliwag   |WATER            |  40|  50|  40|  90|  40|  40|ABSORVE ÁGUA|UMIDADE     |ALMA DEW (common), TM10 (rare)
 61|Poliwhirl |WATER            |  65|  65|  65|  90|  50|  50|ABSORVE ÁGUA|UMIDADE     |
 62|Poliwrath |WATER/FIGHTING   |  90|  85|  95|  70|  70|  90|ABSORVE ÁGUA|UMIDADE     |
 63|Abra      |PSYCHIC          |  25|  20|  15|  90| 105|  55|SINCRONISMO |FOCO SECRETO|AREIA FINA (common), REI DO ROCK (rare)
 64|Kadabra   |PSYCHIC          |  40|  35|  30| 105| 120|  70|SINCRONISMO |FOCO SECRETO|
 65|Alakazam  |PSYCHIC          |  55|  50|  45| 120| 135|  85|SINCRONISMO |FOCO SECRETO|REPARA TUDO (rare)
 66|Machop    |FIGHTING         |  70|  80|  50|  35|  35|  35|VÏCERAS     |-------     |
 67|Machoke   |FIGHTING         |  80| 100|  70|  45|  50|  60|VÏCERAS     |-------     |FR. AZUL (rare)
 68|Machamp   |FIGHTING         |  90| 130|  80|  55|  65|  85|VÏCERAS     |-------     |MASTER BOLA (common)
 69|Bellsprout|GRASS/POISON     |  50|  75|  35|  40|  70|  30|CLOROFILA   |-------     |
 70|Weepinbell|GRASS/POISON     |  65|  90|  50|  55|  85|  45|CLOROFILA   |-------     |COGUMELO G. (common), ÓCULOESCURO (rare)
 71|Victreebel|GRASS/POISON     |  80| 105|  65|  70| 100|  60|CLOROFILA   |-------     |NUNCA DERRETE (common), ÁGUA MÍSTICA (rare)
 72|Tentacool |WATER/POISON     |  40|  40|  35|  70|  50| 100|CORPO LIMPO |LODO LÏQUIDO|
 73|Tentacruel|WATER/POISON     |  80|  70|  65| 100|  80| 120|CORPO LIMPO |LODO LÏQUIDO|
 74|Geodude   |ROCK/GROUND      |  40|  80| 100|  20|  30|  30|CABEÇA PEDRA|ROBUSTO     |DESCONGELA (rare)
 75|Graveler  |ROCK/GROUND      |  55|  95| 115|  35|  45|  45|CABEÇA PEDRA|ROBUSTO     |
 76|Golem     |ROCK/GROUND      |  80| 110| 130|  45|  55|  65|CABEÇA PEDRA|ROBUSTO     |
 77|Ponyta    |FIRE             |  50|  85|  55|  90|  65|  65|CORRER      |LUZES FOGO  |SINO DA PAZ (common)
 78|Rapidash  |FIRE             |  65| 100|  70| 105|  80|  80|CORRER      |LUZES FOGO  |TM35 (common), TM44 (rare)
 79|Slowpoke  |WATER/PSYCHIC    |  90|  65|  65|  15|  40|  40|DISTRAÏDO   |TEM RITMO   |
 80|Slowbro   |WATER/PSYCHIC    |  95|  75| 110|  30| 100|  80|DISTRAÏDO   |TEM RITMO   |TM42 (rare)
 81|Magnemite |ELECTRIC/STEEL   |  25|  35|  70|  45|  95|  55|ATRAI IMÄ   |ROBUSTO     |
 82|Magneton  |ELECTRIC/STEEL   |  50|  60|  95|  70| 120|  70|ATRAI IMÄ   |ROBUSTO     |
 83|Farfetch’D|NORMAL/FLYING    |  52|  65|  55|  60|  58|  62|OLHO VIVO   |FOCO SECRETO|LEITE MU-MU (common)
 84|Doduo     |NORMAL/FLYING    |  35|  85|  45|  75|  35|  35|CORRER      |AVE MATUTINA|PÉROLA (rare)
 85|Dodrio    |NORMAL/FLYING    |  60| 110|  70| 100|  60|  60|CORRER      |AVE MATUTINA|
 86|Seel      |WATER            |  65|  45|  55|  45|  45|  70|GORDURA     |-------     |
 87|Dewgong   |WATER/ICE        |  90|  70|  80|  70|  70|  95|GORDURA     |-------     |
 88|Grimer    |POISON           |  80|  80|  50|  25|  40|  50|FEDOR       |PEGAJOSO    |
 89|Muk       |POISON           | 105| 105|  75|  50|  65| 100|FEDOR       |PEGAJOSO    |
 90|Shellder  |WATER            |  30|  65| 100|  40|  45|  25|CARAPAÇA    |-------     |FERRO (100%)
 91|Cloyster  |WATER/ICE        |  50|  95| 180|  70|  85|  45|CARAPAÇA    |-------     |REV.METÁLICO (common), TM36 (rare)
 92|Gastly    |GHOST/POISON     |  30|  35|  30|  80| 100|  35|LEVITAR     |-------     |COLHER TORTA (common), CURA TUDO (rare)
 93|Haunter   |GHOST/POISON     |  45|  50|  45|  95| 115|  55|LEVITAR     |-------     |
 94|Gengar    |GHOST/POISON     |  60|  65|  60| 110| 130|  75|LEVITAR     |-------     |
 95|Onix      |ROCK/GROUND      |  35|  45| 160|  70|  30|  45|CABEÇA PEDRA|ROBUSTO     |
 96|Drowzee   |PSYCHIC          |  60|  48|  45|  42|  43|  90|INSÔNIA     |-------     |
 97|Hypno     |PSYCHIC          |  85|  73|  70|  67|  73| 115|INSÔNIA     |-------     |TM50 (rare)
 98|Krabby    |WATER            |  30| 105|  90|  50|  25|  25|HIPER CORTE |CARAPAÇA    |
 99|Kingler   |WATER            |  55| 130| 115|  75|  50|  50|HIPER CORTE |CARAPAÇA    |TM16 (common)
100|Voltorb   |ELECTRIC         |  40|  30|  50| 100|  55|  55|ACÚSTICA    |ESTÁTICA    |PÓ PRATEADO (common)
101|Electrode |ELECTRIC         |  60|  50|  70| 140|  80|  80|ACÚSTICA    |ESTÁTICA    |TM23 (common)
102|Exeggcute |GRASS/PSYCHIC    |  60|  40|  80|  40|  60|  45|CLOROFILA   |-------     |MASTER BOLA (rare)
103|Exeggutor |GRASS/PSYCHIC    |  95|  95|  85|  55| 125|  65|CLOROFILA   |-------     |
104|Cubone    |GROUND           |  50|  50|  95|  35|  40|  50|CABEÇA PEDRA|CLAREZA     |TM02 (common), PEDRA RAIO (rare)
105|Marowak   |GROUND           |  60|  80| 110|  45|  50|  80|CABEÇA PEDRA|CLAREZA     |
106|Hitmonlee |FIGHTING         |  50| 120|  53|  87|  35| 110|FLEXÏVEL    |-------     |HIPERPOÇÄO (rare)
107|Hitmonchan|FIGHTING         |  50| 105|  79|  76|  35| 110|OLHO VIVO   |-------     |
108|Lickitung |NORMAL           |  90|  55|  75|  30|  60|  75|TEM RITMO   |DISTRAÏDO   |VELOCIDADE X (rare)
109|Koffing   |POISON           |  40|  65|  95|  35|  60|  45|LEVITAR     |-------     |
110|Weezing   |POISON           |  65|  90| 120|  60|  85|  70|LEVITAR     |-------     |
111|Rhyhorn   |GROUND/ROCK      |  80|  85|  95|  25|  30|  30|CLAREZA     |CABEÇA PEDRA|MÄE. AMULETO (100%)
112|Rhydon    |GROUND/ROCK      | 105| 130| 120|  40|  45|  45|CLAREZA     |CABEÇA PEDRA|TM24 (rare)
113|Chansey   |NORMAL           | 250|   5|   5|  50|  35| 105|CURA NATURAL|GRAÇA SERENA|ÁGUA MÍSTICA (rare)
114|Tangela   |GRASS            |  65|  55| 115|  60| 100|  40|CLOROFILA   |-------     |
115|Kangaskhan|NORMAL           | 105|  95|  80|  90|  40|  80|AVE MATUTINA|-------     |TM26 (common), DOCE RARO (rare)
116|Horsea    |WATER            |  30|  40|  70|  60|  70|  25|VÔO RÁPIDO  |-------     |FR. VERDE (common)
117|Seadra    |WATER            |  55|  65|  95|  85|  95|  45|VENENOSO    |-------     |DESPARALISA (common)
118|Goldeen   |WATER            |  45|  67|  60|  63|  35|  50|VÔO RÁPIDO  |VÉU D’ÁGUA  |TM21 (common)
119|Seaking   |WATER            |  80|  92|  65|  68|  65|  80|VÔO RÁPIDO  |VÉU D’ÁGUA  |CARVÄO (rare)
120|Staryu    |WATER            |  30|  45|  55|  85|  70|  55|ILUMINADO   |CURA NATURAL|
121|Starmie   |WATER/PSYCHIC    |  60|  75|  85| 115| 100|  85|ILUMINADO   |CURA NATURAL|
122|Mr. Mime  |PSYCHIC          |  40|  45|  65|  90| 100| 120|ACÚSTICA    |-------     |
123|Scyther   |BUG/FLYING       |  70| 110|  80| 105|  55|  80|ENXAME      |-------     |
124|Jynx      |ICE/PSYCHIC      |  65|  50|  35|  95| 115|  95|DISTRAÏDO   |-------     |ASPEAR FRUTO (100%)
125|Electabuzz|ELECTRIC         |  65|  83|  57| 105|  95|  85|ESTÁTICA    |-------     |TM05 (common), PEPITA (rare)
126|Magmar    |FIRE             |  65|  95|  57|  93| 100|  85|CORPO QUENTE|-------     |REI DO ROCK (100%)
127|Pinsir    |BUG              |  65| 125| 100|  85|  55|  70|HIPER CORTE |-------     |FEITIÇO (rare)
128|Tauros    |NORMAL           |  75| 100|  95| 110|  40|  70|INTIMIDA    |-------     |TM11 (rare)
129|Magikarp  |WATER            |  20|  10|  55|  80|  15|  20|VÔO RÁPIDO  |-------     |UP-GRADE (common)
130|Gyarados  |WATER/FLYING     |  95| 125|  79|  81|  60| 100|INTIMIDA    |-------     |
131|Lapras    |WATER/ICE        | 130|  85|  80|  60|  85|  95|ABSORVE ÁGUA|CARAPAÇA    |
132|Ditto     |NORMAL           |  48|  48|  48|  48|  48|  48|FLEXÏVEL    |-------     |TM20 (rare)
133|Eevee     |NORMAL           |  55|  55|  50|  55|  45|  65|CORRER      |-------     |
134|Vaporeon  |WATER            | 130|  65|  60|  65| 110|  95|ABSORVE ÁGUA|-------     |TM08 (common)
135|Jolteon   |ELECTRIC         |  65|  65|  60| 130| 110|  95|ABSORVE RAIO|-------     |ÉTER MÁX. (common)
136|Flareon   |FIRE             |  65| 130|  60|  65|  95| 110|LUZES FOGO  |-------     |
137|Porygon   |NORMAL           |  65|  60|  70|  40|  85|  75|PEGADA      |-------     |TM28 (rare)
138|Omanyte   |ROCK/WATER       |  35|  40| 100|  35|  90|  55|VÔO RÁPIDO  |CARAPAÇA    |
139|Omastar   |ROCK/WATER       |  70|  60| 125|  55| 115|  70|VÔO RÁPIDO  |CARAPAÇA    |MÁX. POÇÄO (rare)
140|Kabuto    |ROCK/WATER       |  30|  80|  90|  55|  55|  45|VÔO RÁPIDO  |ARMADURA    |
141|Kabutops  |ROCK/WATER       |  60| 115| 105|  80|  65|  70|VÔO RÁPIDO  |ARMADURA    |
142|Aerodactyl|ROCK/FLYING      |  80| 105|  65| 130|  60|  75|CABEÇA PEDRA|PRESSÄO     |
143|Snorlax   |NORMAL           | 160| 110|  65|  30|  65| 110|IMUNIDADE   |GORDURA     |PROTEC. ESP. (100%)
144|Articuno  |ICE/FLYING       |  90|  85| 100|  85|  95| 125|PRESSÄO     |-------     |TM42 (common)
145|Zapdos    |ELECTRIC/FLYING  |  90|  90|  85| 100| 125|  90|PRESSÄO     |-------     |
146|Moltres   |FIRE/FLYING      |  90| 100|  90|  90| 125|  85|PRESSÄO     |-------     |
147|Dratini   |DRAGON           |  41|  64|  45|  50|  50|  50|TROCA PELE  |-------     |TM17 (common)
148|Dragonair |DRAGON           |  61|  84|  65|  70|  70|  70|TROCA PELE  |-------     |
149|Dragonite |DRAGON/FLYING    |  91| 134|  95|  80| 100| 100|FOCO SECRETO|-------     |TM33 (rare)
150|Mewtwo    |PSYCHIC          | 106| 110|  90| 130| 154|  90|PRESSÄO     |-------     |
151|Mew       |PSYCHIC          | 100| 100| 100| 100| 100| 100|SINCRONISMO |-------     |TELESCÓPIO (100%)
152|Chikorita |GRASS            |  45|  49|  65|  45|  49|  65|ENORME      |-------     |
153|Bayleef   |GRASS            |  60|  62|  80|  60|  63|  80|ENORME      |-------     |AMULETO (common)
154|Meganium  |GRASS            |  80|  82| 100|  80|  83| 100|ENORME      |-------     |PECHA FRUTO (rare)
155|Cyndaquil |FIRE             |  39|  52|  43|  65|  60|  50|BRASA       |-------     |
156|Quilava   |FIRE             |  58|  64|  58|  80|  80|  65|BRASA       |-------     |
157|Typhlosion|FIRE             |  78|  84|  78| 100| 109|  85|BRASA       |-------     |
158|Totodile  |WATER            |  50|  65|  64|  43|  44|  48|TEMPORAL    |-------     |CHESTO FRUTO (common)
159|Croconaw  |WATER            |  65|  80|  80|  58|  59|  63|TEMPORAL    |-------     |
160|Feraligatr|WATER            |  85| 105| 100|  78|  79|  83|TEMPORAL    |-------     |
161|Sentret   |NORMAL           |  35|  46|  34|  20|  35|  45|CORRER      |OLHO VIVO   |SINO DA PAZ (100%)
162|Furret    |NORMAL           |  85|  76|  64|  90|  45|  55|CORRER      |OLHO VIVO   |CASTANHOLA (common), MÁX. REPEL (rare)
163|Hoothoot  |NORMAL/FLYING    |  60|  30|  30|  50|  36|  56|INSÔNIA     |OLHO VIVO   |SAFARI BOLA (rare)
164|Noctowl   |NORMAL/FLYING    | 100|  50|  50|  70|  76|  96|INSÔNIA     |OLHO VIVO   |ÓCULOESCURO (common)
165|Ledyba    |BUG/FLYING       |  40|  20|  30|  55|  40|  80|ENXAME      |AVE MATUTINA|DRAGÄO FANG (rare)
166|Ledian    |BUG/FLYING       |  55|  35|  50|  85|  55| 110|ENXAME      |AVE MATUTINA|TM38 (100%)
167|Spinarak  |BUG/POISON       |  40|  60|  40|  30|  40|  40|ENXAME      |INSÔNIA     |
168|Ariados   |BUG/POISON       |  70|  90|  70|  40|  60|  60|ENXAME      |INSÔNIA     |
169|Crobat    |POISON/FLYING    |  85|  90|  80| 130|  70|  80|FOCO SECRETO|-------     |DRAGÄO FANG (common), REI DO ROCK (rare)
170|Chinchou  |WATER/ELECTRIC   |  75|  38|  38|  67|  56|  56|ABSORVE RAIO|ILUMINADO   |SAFARI BOLA (common)
171|Lanturn   |WATER/ELECTRIC   | 125|  58|  58|  67|  76|  76|ABSORVE RAIO|ILUMINADO   |
172|Pichu     |ELECTRIC         |  20|  40|  15|  60|  35|  35|ESTÁTICA    |-------     |
173|Cleffa    |NORMAL           |  50|  25|  28|  15|  45|  55|CHARME      |-------     |CARVÄO (common)
174|Igglybuff |NORMAL           |  90|  30|  15|  15|  40|  20|CHARME      |-------     |PÓ ESTRELAR (common)
175|Togepi    |NORMAL           |  35|  20|  65|  20|  40|  65|APRESSADO   |GRAÇA SERENA|
176|Togetic   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|APRESSADO   |GRAÇA SERENA|MAIS PP (rare)
177|Natu      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|SINCRONISMO |AVE MATUTINA|
178|Xatu      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|SINCRONISMO |AVE MATUTINA|
179|Mareep    |ELECTRIC         |  55|  40|  40|  35|  65|  45|ESTÁTICA    |-------     |TM06 (common), LEPPA FRUTO (rare)
180|Flaaffy   |ELECTRIC         |  70|  55|  55|  45|  80|  60|ESTÁTICA    |-------     |
181|Ampharos  |ELECTRIC         |  90|  75|  75|  55| 115|  90|ESTÁTICA    |-------     |
182|Bellossom |GRASS            |  75|  80|  85|  50|  90| 100|CLOROFILA   |-------     |
183|Marill    |WATER            |  70|  20|  50|  40|  20|  50|GORDURA     |VASTO PODER |
184|Azumarill |WATER            | 100|  50|  80|  50|  50|  80|GORDURA     |VASTO PODER |
185|Sudowoodo |ROCK             |  70| 100| 115|  30|  30|  65|ROBUSTO     |CABEÇA PEDRA|
186|Politoed  |WATER            |  90|  75|  75|  70|  90| 100|ABSORVE ÁGUA|UMIDADE     |ESC. CORAÇÄO (100%)
187|Hoppip    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|CLOROFILA   |-------     |PRECISÄO X (common)
188|Skiploom  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|CLOROFILA   |-------     |
189|Jumpluff  |GRASS/FLYING     |  75|  55|  70| 110|  55|  85|CLOROFILA   |-------     |
190|Aipom     |NORMAL           |  55|  70|  55|  85|  40|  55|CORRER      |ACELERAÇÄO  |
191|Sunkern   |GRASS            |  30|  30|  30|  30|  30|  30|CLOROFILA   |-------     |
192|Sunflora  |GRASS            |  75|  75|  55|  30| 105|  85|CLOROFILA   |-------     |FARPA TÓXICA (common)
193|Yanma     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|VELOCIDADE  |OLHO FACETA |
194|Wooper    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|UMIDADE     |ABSORVE ÁGUA|FR. VERDE (common)
195|Quagsire  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|UMIDADE     |ABSORVE ÁGUA|ULTRA BOLA (rare)
196|Espeon    |PSYCHIC          |  65|  65|  60| 110| 130|  95|SINCRONISMO |-------     |
197|Umbreon   |DARK             |  95|  65| 110|  65|  60| 130|SINCRONISMO |-------     |
198|Murkrow   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|INSÔNIA     |-------     |BANDANA (common)
199|Slowking  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|DISTRAÏDO   |TEM RITMO   |
200|Misdreavus|GHOST            |  60|  60|  60|  85|  85|  85|LEVITAR     |-------     |MÁX. REVIVER (rare)
201|Unown     |PSYCHIC          |  48|  72|  48|  48|  72|  48|LEVITAR     |-------     |
202|Wobbuffet |PSYCHIC          | 190|  33|  58|  33|  33|  58|RABO SOMBRA |-------     |RESTOS (common), TM01 (rare)
203|Girafarig |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|FOCO SECRETO|AVE MATUTINA|
204|Pineco    |BUG              |  50|  65|  90|  15|  35|  35|ROBUSTO     |-------     |MAIS HP (100%)
205|Forretress|BUG/STEEL        |  75|  90| 140|  40|  60|  60|ROBUSTO     |-------     |ELIXIR MÁX. (common), TM26 (rare)
206|Dunsparce |NORMAL           | 100|  70|  70|  45|  65|  65|GRAÇA SERENA|CORRER      |LEPPA FRUTO (100%)
207|Gligar    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|HIPER CORTE |VÉU DE AREIA|
208|Steelix   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|CABEÇA PEDRA|ROBUSTO     |
209|Snubbull  |NORMAL           |  60|  80|  50|  30|  40|  40|INTIMIDA    |CORRER      |
210|Granbull  |NORMAL           |  90| 120|  75|  45|  60|  60|INTIMIDA    |INTIMIDA    |
211|Qwilfish  |WATER/POISON     |  65|  95|  75|  85|  55|  55|VENENOSO    |VÔO RÁPIDO  |ULTRA BOLA (100%)
212|Scizor    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|ENXAME      |-------     |BANDANA F (common), TM45 (rare)
